0,0,0,14562.39908
1,0,0,25878.70417
2,0,0,25899.16628
3,0,0,15583.2309
4,1,0,27541.75953
5,0,0,27516.11304
6,0,0,27044.6104
7,0,0,15631.36893
8,1,0,20397.03365
9,1,0,17563.00279
10,0,0,15988.9657
11,0,0,25995.66281
12,1,0,27711.88236
13,0,0,27022.87991
14,1,0,27692.91631
15,0,0,13133.54017
16,0,0,26669.67876
17,0,0,27355.83761
18,0,0,27009.69286
19,0,0,27516.11304
20,1,0,19829.31056
21,0,0,27305.64496
22,0,0,26842.69861
23,1,0,28142.53025
24,0,0,15992.02209
25,1,0,17111.42225
26,1,0,19742.20365
27,0,0,14455.42569
28,0,0,26169.76251
29,0,0,27234.31876
30,0,0,27516.11304
31,0,0,13595.81805
32,0,0,27516.11304
33,1,0,28252.57115
34,0,0,26800.45406
35,0,0,27516.11304
36,0,0,27516.11304
37,1,0,16970.82864
38,0,0,27516.11304
39,1,0,19656.62494
40,0,0,26427.57066
41,0,0,27184.8172
42,0,0,27215.89249
43,0,0,26489.37121
44,1,0,27611.79813
45,0,0,15837.67476
46,0,0,27329.57681
47,0,0,15690.96839
48,0,0,27163.84699
49,0,0,16273.97339
50,1,0,22819.98103
51,1,0,18513.53781
52,0,0,25799.2266
53,0,0,27057.61139
54,1,0,21919.87632
55,1,0,28255.25861
56,0,0,26061.81317
57,0,0,14204.03821
58,0,0,27306.62772
59,0,0,26940.97511
60,0,0,26492.38322
61,0,0,26532.9596
62,1,0,18634.26493
63,1,0,17145.04246
64,0,0,26534.28199
65,0,0,26342.12652
66,0,0,26254.37823
67,0,0,14499.74323
68,1,0,27785.2092
69,0,0,26218.58531
70,0,1,27516.11304
71,1,0,17031.9563
72,0,0,27516.11304
73,0,1,27516.11304
74,1,0,20095.21586
75,0,0,14187.2281
76,1,0,27450.11576
77,0,0,27516.11304
78,0,0,16156.30266
79,1,0,19350.98667
80,1,0,24866.99334
81,0,0,27516.11304
82,1,0,27538.7721
83,0,0,27516.11304
84,0,1,26707.52634
85,1,0,27795.20512
86,1,0,28205.42139
87,0,0,27516.11304
88,0,1,27516.11304
89,0,0,16487.15608
90,0,0,13689.80182
91,0,0,27272.42954
92,0,0,27262.90674
93,0,1,25948.08523
94,1,0,27965.84049
95,0,0,27516.11304
96,1,0,27613.41706
97,1,0,28258.59584
98,0,0,27485.04449
99,0,0,19610.0151
100,0,0,27516.11304
101,0,0,27096.19459
102,1,0,27639.83683
103,0,0,26514.72532
104,1,0,27743.25667
105,1,0,28170.97149
106,1,0,28162.48059
107,0,0,26793.45452
108,0,0,26595.21362
109,0,0,27516.11304
110,0,0,15106.4352
111,0,0,26389.22418
112,0,0,27516.11304
113,1,0,17435.39881
114,0,0,27092.66362
115,1,0,19062.1585
116,0,0,27035.997
117,1,0,19472.47788
118,0,0,27516.11304
119,0,1,27516.11304
120,1,0,28257.74182
121,0,0,27208.94031
122,0,0,26821.65393
123,0,0,27322.03942
124,0,0,15209.58812
125,0,0,26348.04576
126,0,0,26800.75801
127,0,0,27277.42317
128,0,0,27164.37371
129,0,0,15035.3743
130,0,0,26095.26098
131,0,0,27206.87598
132,0,0,27405.13845
133,0,0,26632.33828
134,0,0,26609.79054
135,0,0,27516.11304
136,0,1,27516.11304
137,0,0,26959.97697
138,1,0,20186.14324
139,1,0,18510.48143
140,0,1,27225.32849
141,0,0,27083.67636
142,1,0,27755.11837
143,0,0,14360.67782
144,1,0,18028.33706
145,0,0,27600.81732
146,0,0,27516.11304
147,0,0,15119.42483
148,1,0,17504.16742
149,0,0,25422.67266
150,0,1,27516.11304
151,0,0,27516.11304
152,0,0,13868.60021
153,1,0,28041.80451
154,1,0,20389.39269
155,0,0,15706.2503
156,0,0,27516.11304
157,0,0,26149.70626
158,0,0,27516.11304
159,1,0,28138.28077
160,0,0,24304.18133
161,0,0,26931.42244
162,0,0,27329.81944
163,0,0,27516.11304
164,0,0,27516.11304
165,0,0,27319.60151
166,0,0,14950.55968
167,1,0,28249.72202
168,0,0,27301.70883
169,0,0,26502.07113
170,0,0,26720.35307
171,0,0,27035.16183
172,0,0,25393.77655
173,1,0,27552.80135
174,1,0,22219.40183
175,1,0,21671.54523
176,0,0,26581.02821
177,0,0,27516.11304
178,0,1,27516.11304
179,0,0,27516.11304
180,0,1,27516.11304
181,1,0,27539.62629
182,0,0,15235.56737
183,1,0,28009.97631
184,0,0,16354.20344
185,0,0,27972.09916
186,0,0,27516.11304
187,0,0,27516.11304
188,1,0,21072.49422
189,0,0,26971.1405
190,0,0,26518.71188
191,1,0,28087.7705
192,1,0,27575.04446
193,0,0,18618.98301
194,0,0,26629.76925
195,1,0,18408.8567
196,1,0,27711.69616
197,0,0,26867.15359
198,0,0,27516.11304
199,0,0,27101.88716
200,0,0,27516.11304
201,0,1,27516.11304
202,0,0,27248.5368
203,0,0,27516.11304
204,1,0,20688.1541
205,0,0,25737.66308
206,0,0,26716.29182
207,0,0,26487.69677
208,0,0,27122.6404
209,0,0,27516.11304
210,0,0,27001.8035
211,0,0,27516.11304
212,0,1,26772.04849
213,1,0,17246.66718
214,0,0,27023.99898
215,1,0,28779.57191
216,1,0,28232.52383
217,1,0,18898.64203
218,1,0,28021.76829
219,0,0,27516.11304
220,1,0,27778.77682
221,0,0,28764.74664
222,0,0,27445.58198
223,0,0,25799.2266
224,0,0,27414.18497
225,0,0,27377.94613
226,1,0,18894.05746
227,0,0,27516.11304
228,0,0,26719.72861
229,1,0,27927.30458
230,1,0,17077.03794
231,0,0,26511.06697
232,0,0,12756.07691
233,0,0,27406.99808
234,1,0,27721.89008
235,1,0,20973.92588
236,0,0,27516.60234
237,1,0,27461.39479
238,1,0,27683.59858
239,1,0,17511.04429
240,0,0,26743.98864
241,0,0,27218.20476
242,0,0,27364.66628
243,0,1,26267.8965
244,1,0,27471.47823
245,0,0,15979.79656
246,0,0,26740.88915
247,0,0,26743.98864
248,1,0,17470.54722
249,0,0,27074.92851
250,0,0,15410.54528
251,0,0,27516.11304
252,0,0,27015.31292
253,0,0,27516.11304
254,1,0,17222.98022
255,1,0,27968.69587
256,1,0,18051.25993
257,0,0,27323.0137
258,0,0,26654.95097
259,0,0,27395.10824
260,0,0,28021.52298
261,1,0,22210.23268
262,1,0,17163.38075
263,1,0,27565.01619
264,1,0,27738.3644
